sibling#n. 兄弟或姊妹
voluminous#adj. 长篇的；多产的
betoken#v. 预示，表示
infuse#v. 灌输；使充满；浸渍；泡制（草药）
whelm#v. 用…覆盖；淹没
vagary#n. 奇想，异想天开
hitherto#adv. 到目前为止；迄今
consecrate#v. 把…奉献
bequest#n. 遗产，遗赠物
sprawl#v. 伸展手脚而卧
deception#n. 欺骗；受骗
arrest#v. 依法逮捕；阻止，抑制
exhaustive#adj. 彻底全面的，无遗漏的
dilute#v. 把（液体）弄稀，弄淡
ruddy#adj. （脸色）红润的，红色的
slobber#v. 流口水；口水淌湿
vim#n. 精力，活力
awkward#adj. 笨拙的；难用的；不便的
acrimony#n. 尖刻，刻薄
frond#n. 羊齿、棕榈等的叶子
cheetah#n. 猎豹
mint#n. 大量；巨额
malapropism#n. 被误用的词；词语荒唐误用
drastic#adj. 猛烈的，激烈的
epidemic#adj. 传染性的，流行性的
exhilaration#n. 高兴，活跃
spar#v. 轻拳出击；争辩，拌嘴
filament#n. 灯丝；细丝
neologism#n. 新词，新义
minutes#n. 会议记录
saddle#n. 鞍，马鞍
polar#adj. 极地的，两极的；磁极的
low#v. （牛）哞哞叫
imminent#adj. 即将发生的，逼近的
impute#v. 归咎于；归罪于
intermediary#adj. 中间的，媒介的
endearing#adj. 讨人喜欢的
stray#adj. 迷路的；零星的
license#v. 批准；许可；发许可证给
acclimate#v. 使服水土；使适应
helm#n. 舵柄，舵轮；（政府或组织中的）领导位置
clause#n. 从句；（法律等）条款
promulgate#v. 颁布（法令）；散布；传播
graphic#adj. 图表的；生动的
ravage#v. 摧毁，使荒废
canine#adj. 犬的，似犬的
drivel#n. 蠢话；废话
enzyme#n. 酵素，酶
paleolithic#adj. 旧石器时代的
suitcase#n. 手提箱，箱子
invigorate#v. 鼓舞，激励
animated#adj. 活泼的，生动的
agog#adj. 兴奋的，有强烈兴趣的
gaffe#n. 失态；失礼
transfigure#v. 美化；（使）改容换貌；（使）容光焕发
garbled#adj. 混乱不清的；引起误解的
fretwork#n. 格子细工（在木头上雕出各种图案，格子的工艺）
gnaw#v. 啃，咬；折磨；使不安
somnolent#adj. 思睡的；催眠的
condor#n. 秃鹰；神鹰
debunk#v. 揭穿真相，暴露
insane#adj. 疯狂的
scrawl#v. 潦草地写，乱涂
gaunt#adj. 憔悴的，瘦削的
replica#n. 复制品
renege#v. 食言；反悔
demean#v. 贬抑，降低
mores#n. 习俗，传统习惯，惯例
unimpassioned#adj. 没有激情的；不感情用事的；平静的
maze#n. 迷宫；（街道、房间、地道）错综复杂
gerontocracy#n. 老龄政府
declaim#v. 慷慨陈词
lynch#v. 以私刑绞死（某人）
integrity#n. 正直，诚实；完整
acolyte#n. 助手；随从；辅祭
unkempt#adj. （头发）蓬乱的；不整洁的
conspicuous#adj. 显著的，显而易见的
antecedent#adj. 先行的
convulse#v. 使震动，震惊
presage#v. 预示，预兆
homage#n. 效忠；崇敬，敬意
implant#v. 移植，植入；灌输，注入
ambiguous#adj. 含糊的
garland#n. 花环；花冠；环状花饰
blush#n. 因羞愧等脸上泛出的红晕
meteorology#n. 气象学
presentiment#n. 预感，预知
rabble#n. 乌合之众；下等人
buckle#v. 扣紧
maroon#v. 困住；使无法逃脱
conscientious#adj. 尽责的；小心谨慎的
gristle#n. 软骨；坚韧的组织
palaver#n. 废话，空话；谈判；奉承
hiatus#n. 空隙；间断；缺漏
lukewarm#adj. 微温的；不热情的，冷淡的
patronize#v. 屈尊；光顾，惠顾
apothecary#n. 药剂师
substitute#v. 代替
garment#n. 衣服
nostrum#n. 妙策；灵丹妙药；秘方
massacre#n. 大屠杀
grateful#adj. 感激的；表示感谢的；令人愉快的
magnificent#adj. 壮丽的，宏伟的；高尚的
papyrus#n. 纸莎草；纸莎草纸
espouse#v. 支持，拥护
oblique#adj. 间接的；倾斜的
caste#n. 社会等级，等级
vinegared#adj. 酸的，尖刻的；醋腌的
abnegation#n. 放弃；自我克制；否认
myriad#adj. 许多的，无数的
predator#n. 食肉动物；掠夺者；掠夺成性的人（或组织）
careworn#adj. 受忧虑折磨的，饱经风霜的
allusion#n. 暗示，间接提示
befuddle#v. 使迷惑，使为难；使酒醉昏迷
dodge#v. 闪开，躲避
saintly#adj. 圣徒似的，极为圣洁的
cloy#v. （吃甜食）生腻，吃腻
scar#n. 伤痕，伤疤
caricature#n. 讽刺画；滑稽模仿
increment#n. 增加量，增长额；加薪
painstaking#adj. 极小心的；辛勤的，辛苦的
recede#v. 后退，收回（诺言）
specialized#adj. 专门的
icon#n. 圣像；偶像；图标
accentuate#v. 重读；强调；使突出
diabolic#adj. 恶魔（一样）的；可怕的
opacity#n. 不透明性，晦涩
testament#n. 遗嘱；证明
shrine#n. 神龛，圣地
futile#adj. 无益的，无用的，徒劳的
cemetery#n. 坟墓，公墓
retard#v. 妨碍；减速
ironclad#adj. 装甲的；坚固的；打不破的
mountainous#adj. 多山的；巨大的
notable#adj. 值得注意的；显著的
stance#n. 站姿；立场
feint#v.&n. 佯攻，佯击
vocation#n. 使命；工作，职业
unfeigned#adj. 真实的；不作假的
backslide#v. 故态复萌
agnostic#adj. 不可知论的
olfaction#n. 嗅觉
lag#v. 落后；赶不上
doodle#v. 胡乱画；消磨（时光）
peril#n. 重大危险；（某活动或行为的）危险
minion#n. 奴才，下属
insoluble#adj. 不溶解的；不能解决的
aver#v. 极力声明；断言；确证
rant#v. 咆哮；口出狂言
rampage#n. 暴怒
earsplitting#adj. 震耳欲聋的；极响的
lexicon#n. 词典
original#adj. 最初的，原始的；新创作的；独创的
obvious#adj. 明显的，显然的
honorarium#n. 酬金，谢礼
penury#n. 赤贫
adhere#v. 粘着
monograph#n. 专著，专论
diehard#n. 顽固分子
lenient#adj. 宽大的；仁慈的
weather#v.&n. 经受住，平安度过危难；天气
propensity#n. （性格上的）倾向；习性
pitiless#adj. 无情的，无怜悯心的；（天气）严酷的
plead#v. 恳求；作（有罪或无罪的）答辩；为…辩护；提出…为理由
grueling#adj. 紧张的；激烈的；使极度疲劳的
warp#v.&n. 翘起，弯曲
skimp#v. 节省花费
inhibitor#n. 抑制剂
egoism#n. 自我主义，利己主义
interdisciplinary#adj. 跨学科的
relaxation#n. 松弛，消遣
sluice#v. 冲洗
yawn#v. 打呵欠
plateau#n. 高原；平稳的状态
petal#n. 花瓣
resident#adj. 定居的，常驻的
doldrums#n. 赤道无风带；情绪低落
sledge#n. 雪橇
deadpan#adj.&n. 无表情的（脸）
girder#n. 大梁
croak#v. 发牢骚，抱怨
retaliate#v. 报复，反击
hinder#v. 阻碍，妨碍
neutralize#v. 使无效；中和
dispel#v. 驱散，消除
blowhard#n. 自吹自擂者
wit#n. （说话的）风趣；机智
faultfinder#n. 吹毛求疵的人
spacious#adj. 广阔的，宽敞的
panic#n. 恐慌，惊慌失措；恐慌局面
sensitize#v. 使某人或某事物敏感
predicament#n. 困境；艰难的处境；尴尬的境地
philanthropic#adj. 博爱的；慈善的
befuddlement#n. 迷惑；昏迷；烂醉
nephritis#n. 肾炎
delicacy#n. 精致，优雅；微妙
apocalyptic#adj. 预示世界末日的；启示的
attest#v. 证明
salute#n. 敬礼
petroleum#n. 石油
wobble#v. 摇摆；犹豫
allergy#n. 过敏症；厌恶
denture#n. （一副）假牙
humid#adj. 湿润的；潮湿的
swagger#v. 大摇大摆地走
gully#n. 溪谷；冲沟
caterpillar#n. 毛虫，蝴蝶的幼虫
furrow#n. 犁沟；皱纹；车辙；沟槽
taxonomist#n. 分类学家
enlist#v. （使）入伍从军，征募
delineate#v. 刻画；描述
fissure#n. 裂缝，裂隙
dealing#n. 生意行为；作风
drab#adj. 灰黄色的；单调乏味的
adjunct#n. 附加物，附件
dislocate#v. 使脱臼；扰乱
desperate#adj. 渴望的，拼命的
secrete#v. 隐藏；分泌
conducive#adj. 有助于…的
predecessor#n. 前任，前辈；原有事物
amenity#n. 礼仪；使人感到舒适的事物
snicker#v.&n. 窃笑，暗笑
outmoded#adj. 不再流行的；过时的
sated#adj. 厌腻
desolate#adj. 荒凉的，凄凉的
felon#n. 重罪犯
mechanics#n. 力学；机械学；机件；过程
obelisk#n. 方尖塔
embitter#v. 使痛苦，使难受
candidate#n. 候选人；参加考试的人
virtual#adj. 实质上的，实际上的
proposal#n. 提案；建议；求婚
errand#n. 差使；差事
prodigal#n. 挥霍者
infirm#adj. 虚弱的
omniscient#adj. 无所不知的，博识的
grudge#n. 怨恨；不满
distain#v. 弄脏，败坏
standstill#n. 处于停顿状态，中止
roster#n. 值勤表；花名册
inborn#adj. 天生的，生来就有的
conspiracy#n. 共谋，阴谋
bazaar#n. 集市，商店集中区
purge#v. 清洗，清除；消除
obliging#adj. 恳切的，热心助人的
beat#v. 心跳；搅拌
obese#adj. 过分肥胖的；臃肿的
virtuosity#n. 精湛技巧
bewilder#v. 迷惑，混乱
monarchy#n. 君主政体；君主制
actuate#v. 驱使，激励
surveyor#n. 测量员；鉴定人
movement#n. [音]乐章；运动；活动；动向
mar#v. 破坏，损坏
pillar#n. 柱子
scad#n. 竹荚鱼
vesture#n. 衣服；覆盖物
rung#n. 梯子横挡，梯级
seine#n. 拉网，大捕鱼网
treatise#n. 论文
feature#n. 特色，特点，特征
whine#v. 哀号，号哭
mash#v. 捣成糊状
entwine#v. 使缠绕，纠缠
painkiller#n. 止痛药
compliment#n.&v. 恭维，称赞
consequential#adj. 傲慢的，自以为是的
ravel#v. 纠缠；解决
austerity#n. 朴素，艰苦
byproduct#n. 副产品；副作用
ruffle#n. 皱边（装饰衣服）
beholden#adj. 感激某人的；欠人情的
haughty#adj. 傲慢的，自大的；目中无人的
forgo#v. 放弃，抛弃
robe#n. 长袍，礼服
contest#v. 竞争；对…表示怀疑
bludgeon#v. 用棒打击
preempt#v. 先占；取代；先取，先发制人
inaugurate#v. 举行就职典礼；开创
oration#n. 演说，演讲
drone#n. 单调的声音
tussle#v.&n. 扭打；争斗
thrifty#adj. 节俭的；茁壮的，茂盛的
avant#prep. 在…之前
stencil#v. 用模板刻写
luxury#n. 奢侈；奢侈品；不常有的乐趣
adhesive#n. 胶合剂
notability#n. 著名，显著
wanton#adj. 无节制的，放纵的；顽皮的
dogma#n. 教条，信条
bale#n. 大包裹；灾祸，不幸
penetration#n. 穿透；洞察力；[军]突破
barrister#n. 讼务；律师
prophetic#adj. 先知的；预言的，预示的
nonchalance#n. 冷漠，无动于衷，冷淡
calcium#n. 钙
sediment#n. 沉淀物，渣
perfidious#adj. 不忠的；背信弃义的
receptive#adj. 善于接受的；从善如流的
splashy#adj. 溅水的；炫耀显眼的
serpentine#adj. 似蛇般绕曲的，蜿蜒的
quintessence#n. 完美的榜样；精华
shard#n. （陶器等）碎片
blade#n. 刀锋，刀口
precede#v. 在…之前；先于
digestion#n. 消化，吸收
naysay#v. 拒绝，否认
forthright#adj. 直率的
milk#v. 榨取；剥削
succor#v.&n. 救助，援助
credulous#adj. 轻信的，易受骗的
strand#v. 使搁浅；使滞留
coup#n. 政变，意外而成功的行动
aloft#adv. 在空中，在头顶上
copious#adj. 丰富的，多产的
scale#n. 鱼鳞；（音乐）音阶
jabber#v. 快而不清楚地说
impending#adj. 即将发生的，逼近的
cringing#n.&adj. 谄媚（的），奉承（的）
bent#adj. 弯曲的
tractability#n. 温顺
swallow#v. 吞下，咽下；忍受
affliction#n. 悲痛，受难的起因
goggle#v. 瞪大眼睛看
pictorial#adj. 绘画的；用图片的
onerous#adj. 繁重的；麻烦的
forage#v. 搜寻，翻寻
ambush#v. 埋伏；伏击
furbish#v. 磨光，刷新，重温
rotund#adj. （人）圆胖的；（声音）洪亮的
freight#v. 装货于（船等）；运送
monopoly#n. 垄断；垄断企业；独有
dysfunctional#adj. 不正常的
deflect#v. 偏离，转向
effrontery#n. 厚颜无耻
disclaim#v. 否认；拒绝承认
lien#n. 扣押权；留置权
compress#v. 压缩，浓缩
persnickety#adj. 吹毛求疵的；挑剔的
bray#v. 大声而刺耳地发出（叫唤或声音）
antipathy#n. 反感，厌恶
devout#adj. 虔诚的；忠诚的
sequestrate#v. 扣押，没收
moldy#adj. 发霉的
monopolize#v. 垄断，独占
paralyze#v. 使瘫痪，使麻痹
tentative#adj. 试探性的，犹豫的
enamored#adj. 珍爱的，喜爱的
revive#v. 使苏醒；再流
privilege#n. 特权；荣幸；荣耀
imprecation#n. 祈求，诅咒
indispensability#n. 不可缺少
lasting#adj. 持久的，永久的
calipers#n. 卡钳；卡尺
trance#n. 恍惚，昏睡状态
cello#n. 大提琴
offstage#adv. 在舞台后；在舞台旁
layover#n. 旅途中的短暂停留
scrappy#adj. 碎片的；好斗的；坚毅的
inane#adj. 无意义的；愚蠢的
yeast#n. 酵母；兴奋
nonsensical#adj. 荒唐的；无意义的；愚蠢的；瞎说的
voluptuous#adj. 撩人的；沉溺于酒色的
applause#n. 鼓掌，喝彩
virus#n. 病毒
commute#v. 交换；坐公交车上下班
prodigious#adj. 巨大的；庞大的；大得惊人的
despotism#n. 专制，暴政
choleric#adj. 易怒的，暴躁的
resurrect#v. 使复活；复兴
pious#adj. 虔诚的；伪善的；尽责的；不可能实现的
incorporeal#adj. 无实体的，非物质的，无形的
sybarite#n. 奢侈逸乐的人
rehabilitate#v. 修复，恢复（职业等）
chase#v. 雕镂；追捕
daredevil#adj.&n. 胆大的（人），冒失的（人）
thorny#adj. 多刺的；痛苦的；棘手的
fractious#adj. （脾气）易怒的，好争吵的
comic#n. 喜剧演员
doting#adj. 溺爱的；宠爱的
niggling#adj. 琐碎的；细小的
insulate#v. 使绝缘；使隔离
hassle#v. 烦扰；纠缠
denote#v. 表示；是…的标志
overturn#v. 翻倒；推翻
disposition#n. 处理；性情
double#v. 欺骗；兼职
underestimate#v. 低估
momentum#n. 势头；冲劲；[物]动量
relic#n. 遗物，遗迹
reprise#v. 重演，重奏
delegate#v. 委派…为代表，授权
souvenir#n. 纪念品
procurement#n. 获得，接收；采购
insolent#adj. 粗野的，无礼的
insolence#n. 傲慢，无礼
foment#v. 煽动，助长（坏事）
flare#v. （火焰）摇曳；燃烧
anterior#adj. 较早的，以前的
trickle#n. 细流
zigzag#v. 曲折前进
fop#n. （喜好精致服装的）花花公子
contumacious#adj. 拒不服从的；违抗法院命令的
fervid#adj. 炽热的；热情的；充满激情的
dignity#n. 尊严，尊贵
emancipate#v. 解放，解除
relapse#v. 旧病复发，再恶化
cadet#n. 军校或警官学校的学生
affable#adj. 易于交谈的；和蔼的
credible#adj. 可信的，可靠的
concede#v. 承认（为正确）；让步
recalcitrant#adj. 顽抗的
abduct#v. 绑架，拐走
undeserved#adj. 不应得的
eviscerate#v. 取出内脏；除去精华
self#adj. 自恋的
falter#v. 蹒跚；支吾
lean#adj. 瘦骨嶙峋
concrete#n. 混凝土
tempestuous#adj. 狂暴的
avocation#n. 副业；嗜好
stanch#v. 止住，止血
candidacy#n. 候选人的资格
reprehensible#adj. 应受谴责的
aggressor#n. 侵略者，攻击者
presume#v. 假定，假设；推测；擅自主张；冒昧
spear#v. 刺戳
occlude#v. 使闭塞
effulgent#adj. 灿烂的
licentious#adj. 纵欲的；放肆的
skullduggery#n. 舞弊，作假
squeeze#n. 压榨，紧握
ditty#n. 小曲，小调
tournament#n. 比赛；（旧时）骑士比武大会
actuarial#adj. （保险）精算的，保险计算的
serfdom#n. 农奴身份，农奴境遇
cohabit#v. 共栖
dowdy#adj. 土气的，过时的
burial#n. 埋葬，埋藏
mill#n. 磨坊；磨粉机；工厂
isotope#n. 同位素
restored#adj. 恢复的，复修的
countenance#n. 面部表情
figurehead#n. 名义领袖；傀儡
pamper#v. 纵容，宠爱
indict#v. 控诉，起诉；告发
appetizer#n. 开胃品
rampant#adj. 蔓生的，猖獗的
bluff#n. 虚张声势；悬崖峭壁
jigsaw#n. 拼图游戏；错综复杂的情况
crafty#adj. 狡诈的；熟练的
polarity#n. 极性，两极，二极分化
frisk#n. 欢跃；娱乐
entreaty#n. 恳求，哀求
defoliate#v. （使）落叶；毁坏（某一地区）的绿色植物
bluster#v. （指风）猛刮
antidote#n. 解毒药
redoubtable#adj. 可敬畏的
ingrate#n. 忘恩负义的人
draft#n. 草稿，草案；汇票
pedestal#n. （柱石或雕像的）基座，底座
scripture#n. 经文，圣典
understated#adj. 朴素的，轻描淡写的
allay#v. 减轻，缓和
plaster#v. 抹灰泥；贴满；（给自己）涂上，抹上
obstinacy#n. 固执，倔强，顽固；（病痛等的）难治
gadget#n. 小器具；精巧的小玩意；小机械
appetite#n. 欲望，食欲，爱好
dietetics#n. 饮食学，营养学
skyrocket#v. 陡升，猛涨
shambles#n. 凌乱景象，杂乱无章
enterprise#n. 公司，事业单位；进取心
tan#v. 鞣（革）
familiarity#n. 精通；熟悉；不拘礼仪
retouch#v. 修描；润色
liaison#n. 联系；联络人；私通
kidnap#v. 诱拐，绑架，勒赎
elocution#n. 演说术，演讲技巧
dire#adj. 可怕的
plunge#v. 投入；俯冲
imposing#adj. 使人难忘的；仪表堂堂的；壮观的
wicked#adj. 极坏的；淘气的
spawn#vt.&vi. （鱼、蛙等）产卵；造成；引起
strife#n. 纷争，冲突
detour#n. 绕路；迂回
prose#n. 散文
precarious#adj. 不稳定的；危险的；不稳固的
emaciate#v. 使…瘦弱；消瘦
entirety#n. 整体，全面
troupe#n. 剧团；（演出的）一团
spate#n. 大批，大量；（水）泛滥
